location,hotel_name,harga_misteraladin,harga_traveloka,url_misteraladin,url_traveloka,url_image_misteraladin,url_image_traveloka,rating,total_reviews,url_reviews
10,Pullman Jakarta Indonesia,2026751,2268751,https://www.misteraladin.com/hotel/indonesia/jakarta/thamrin/pullman-jakarta-indonesia?hotel_id=519,https://www.traveloka.com/en/hotel/indonesia/pullman-jakarta-indonesia-100244?spec=19-10-2017.20-10-2017.1.1.HOTEL.100244.Pullman%20Jakarta%20Indonesia.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000001000/0000000519/pullman-jakarta-indonesia-photo1.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000001009662218_dm_2,4.5 of 5 bubbles,"1,653 reviews",https://www.tripadvisor.com/Hotel_Review-g294229-d481832-Reviews-Pullman_Jakarta_Indonesia-Jakarta_Java.html#REVIEWS
10,House of Arsonia Bougainvillea,310000,310014,https://www.misteraladin.com/hotel/indonesia/jakarta/senayan/house-of-arsonia-bougainvillea?hotel_id=41709,NA,https://static.misteraladin.com/images/hotel/0000042000/0000041709/house-of-arsonia-bougainvillea-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002000088088_dm_2,NA,NA,NA
10,House of Arsonia Flamboyant,310000,310310,https://www.misteraladin.com/hotel/indonesia/jakarta/tanah-abang/house-of-arsonia-flamboyant?hotel_id=41721,https://www.traveloka.com/en/hotel/indonesia/house-of-arsonia-flamboyant-1000000567661?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000567661.House%20of%20Arsonia%20Flamboyant.1&prevSearchId=1581688888784613012,https://static.misteraladin.com/images/hotel/0000042000/0000041721/house-of-arsonia-flamboyant-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002000088474_dm_2,NA,NA,NA
10,Fontana Residencia Guest House,339999,340014,https://www.misteraladin.com/hotel/indonesia/jakarta/tebet/fontana-residencia-guest-house?hotel_id=41728,https://www.traveloka.com/en/hotel/indonesia/fontana-residencia-guest-house-1000000569127?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000569127.Fontana%20Residencia%20Guest%20House.1&prevSearchId=1581689172273426068,https://static.misteraladin.com/images/hotel/0000042000/0000041728/fontana-residencia-guest-house-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002000280922_dm_2,NA,NA,NA
20,ibis Styles Bogor Raya,605000,605000,https://www.misteraladin.com/hotel/indonesia/bogor/bogor-city-center/ibis-styles-bogor-raya?hotel_id=66263,https://www.traveloka.com/en/hotel/indonesia/ibis-styles-bogor-raya-1000000568953?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000568953.ibis%20Styles%20Bogor%20Raya.1&prevSearchId=1581689983569263397,https://static.misteraladin.com/images/hotel/0000067000/0000066263/ibis-styles-bogor-raya-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002000795438_dm_2,4 of 5 bubbles,144 reviews,https://www.tripadvisor.com/Hotel_Review-g297706-d9723512-Reviews-Ibis_Styles_Bogor_Raya-Bogor_West_Java_Java.html#REVIEWS
10,The Packer Lodge - Hostel,280125,114505,https://www.misteraladin.com/hotel/indonesia/jakarta/mangga-besar/the-packer-lodge-hostel?hotel_id=41679,https://www.traveloka.com/en/hotel/indonesia/the-packer-lodge---hostel-1000000548346?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000548346.The%20Packer%20Lodge%20-%20Hostel.1&prevSearchId=1581688452806633423,https://static.misteraladin.com/images/hotel/0000042000/0000041679/the-packer-lodge-hostel-photo22.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002002083092_dm_2,NA,NA,NA
40,Holiday Inn Cikarang Jababeka,889468,889468,https://www.misteraladin.com/hotel/indonesia/bekasi/cikarang/holiday-inn-cikarang-jababeka?hotel_id=42033,https://www.traveloka.com/en/hotel/indonesia/holiday-inn-cikarang-jababeka-1000000562392?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000562392.Holiday%20Inn%20Cikarang%20Jababeka.1&prevSearchId=1581689710751837844,https://static.misteraladin.com/images/hotel/0000043000/0000042033/holiday-inn-cikarang-jababeka-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002002167403_dm_4,NA,NA,NA
10,Hotel Banyuwangi Sintera,400001,400019,https://www.misteraladin.com/hotel/indonesia/jakarta/gajah-mada/hotel-banyuwangi-sintera?hotel_id=41631,https://www.traveloka.com/en/hotel/indonesia/hotel-banyuwangi-sintera-1000000598317?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000598317.Hotel%20Banyuwangi%20Sintera.1&prevSearchId=1581689172273426068,https://static.misteraladin.com/images/hotel/0000042000/0000041631/hotel-banyuwangi-sintera-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002003243916_dm_2,NA,NA,NA
10,Holiday Inn Express Jakarta International Expo,1471566,1471566,https://www.misteraladin.com/hotel/indonesia/jakarta/kemayoran/holiday-inn-express-jakarta-international-expo?hotel_id=38938,https://www.traveloka.com/en/hotel/indonesia/holiday-inn-express-jakarta-international-expo-1000000536155?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000536155.Holiday%20Inn%20Express%20Jakarta%20International%20Expo.1&prevSearchId=1581687621059377957,https://static.misteraladin.com/images/hotel/0000039000/0000038938/holiday-inn-express-jakarta-international-expo-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002003326933_dm_2,NA,NA,NA
10,Four Seasons Hotel 10,3296703,3630163,https://www.misteraladin.com/hotel/indonesia/jakarta/kebayoran-baru/four-seasons-hotel-jakarta?hotel_id=41647,https://www.traveloka.com/en/hotel/indonesia/four-seasons-hotel-jakarta-1000000601488?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000601488.Four%20Seasons%20Hotel%20Jakarta.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000042000/0000041647/four-seasons-hotel-jakarta-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002003348706_dm_2,NA,NA,NA
10,The Westin 10,2855600,2855600,https://www.misteraladin.com/hotel/indonesia/jakarta/kuningan/the-westin-jakarta?hotel_id=41674,https://www.traveloka.com/en/hotel/indonesia/the-westin-jakarta-1000000614773?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000614773.The%20Westin%20Jakarta.1&prevSearchId=1581687621059377957,https://static.misteraladin.com/images/hotel/0000042000/0000041674/the-westin-jakarta-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002004894312_dm_2,NA,NA,NA
10,Four Points by Sheraton Jakarta Thamrin,1087790,1087791,https://www.misteraladin.com/hotel/indonesia/jakarta/menteng/four-points-by-sheraton-jakarta-thamrin?hotel_id=41694,https://www.traveloka.com/en/hotel/indonesia/four-points-by-sheraton-jakarta-thamrin-1000000621673?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000621673.Four%20Points%20by%20Sheraton%20Jakarta%20Thamrin.1&prevSearchId=1581687621059377957,https://static.misteraladin.com/images/hotel/0000042000/0000041694/four-points-by-sheraton-jakarta-thamrin-photo4.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002005026866_dm_2,NA,NA,NA
10,Hotel Lautze Indah,216501,216718,https://www.misteraladin.com/hotel/indonesia/jakarta/sawah-besar/hotel-lautze-indah?hotel_id=41707,https://www.traveloka.com/en/hotel/indonesia/hotel-lautze-indah-1000000626595?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000626595.Hotel%20Lautze%20Indah.1&prevSearchId=1581688888784613012,https://static.misteraladin.com/images/hotel/0000042000/0000041707/hotel-lautze-indah-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002005435561_dm_2,NA,NA,NA
10,Coin's Hotel,450001,450451,https://www.misteraladin.com/hotel/indonesia/jakarta/kemayoran/coins-hotel?hotel_id=41670,NA,https://static.misteraladin.com/images/hotel/0000042000/0000041670/coins-hotel-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002005441879_dm_2,NA,NA,NA
10,Luxury Apartment by Mediapura,725001,725034,https://www.misteraladin.com/hotel/indonesia/jakarta/cilandak/luxury-apartment-by-mediapura?hotel_id=41626,https://www.traveloka.com/en/hotel/indonesia/luxury-apartment-by-mediapura-1000000606335?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000606335.Luxury%20Apartment%20by%20Mediapura.1&prevSearchId=1581689172273426068,https://static.misteraladin.com/images/hotel/0000042000/0000041626/luxury-apartment-by-mediapura-photo9.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002013626968_dm_2,NA,NA,NA
10,Maxwell Sweet Apartment,1250000,1251250,https://www.misteraladin.com/hotel/indonesia/jakarta/kelapa-gading/maxwell-sweet-apartment?hotel_id=41663,NA,https://static.misteraladin.com/images/hotel/0000042000/0000041663/maxwell-sweet-apartment-photo21.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/10000002016382422_dm_2,NA,NA,NA
10,Mercure Jakarta Sabang,1316480,1316480,https://www.misteraladin.com/hotel/indonesia/jakarta/thamrin/mercure-jakarta-sabang?hotel_id=523,https://www.traveloka.com/en/hotel/indonesia/mercure-jakarta-sabang-45719800000?spec=19-10-2017.20-10-2017.1.1.HOTEL.45719800000.Mercure%20Jakarta%20Sabang.1&prevSearchId=1581687621059377957,https://static.misteraladin.com/images/hotel/0000001000/0000000523/mercure-jakarta-sabang-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000000985_dm_4,4 of 5 bubbles,549 reviews,https://www.tripadvisor.com/Hotel_Review-g294229-d1205467-Reviews-Mercure_Jakarta_Sabang-Jakarta_Java.html#REVIEWS
10,Grand Whiz Hotel Kelapa Gading,590000,531000,https://www.misteraladin.com/hotel/indonesia/jakarta/kelapa-gading/grand-whiz-hotel-kelapa-gading?hotel_id=702,https://www.traveloka.com/en/hotel/indonesia/grand-whiz-hotel-kelapa-gading-410791?spec=19-10-2017.20-10-2017.1.1.HOTEL.410791.Grand%20Whiz%20Hotel%20Kelapa%20Gading.1&prevSearchId=1581686723143822139,https://static.misteraladin.com/images/hotel/0000001000/0000000702/grand-whiz-hotel-kelapa-gading-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000004570_dm_5,NA,NA,NA
10,Discovery Hotel & Convention Ancol,824176,913000,https://www.misteraladin.com/hotel/indonesia/jakarta/ancol/discovery-hotel-convention-ancol?hotel_id=490,https://www.traveloka.com/en/hotel/indonesia/discovery-hotel--convention-ancol-3000010000077?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010000077.Discovery%20Hotel%20%26%20Convention%20Ancol.1&prevSearchId=1581686723143822139,https://static.misteraladin.com/images/hotel/0000001000/0000000490/discovery-hotel-convention-ancol-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000006802_dm_3,NA,NA,NA
10,Everyday Smart Hotel Mangga Besar,350000,350000,https://www.misteraladin.com/hotel/indonesia/jakarta/mangga-besar/everyday-smart-hotel-mangga-besar?hotel_id=734,NA,https://static.misteraladin.com/images/hotel/0000001000/0000000734/everyday-smart-hotel-mangga-besar-photo26.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000009171_dm_3,NA,NA,NA
10,d'Arcici Cempaka Putih,430001,400000,https://www.misteraladin.com/hotel/indonesia/jakarta/cempaka-putih/darcici-cempaka-putih?hotel_id=41615,https://www.traveloka.com/en/hotel/indonesia/darcici-cempaka-putih-3000010000622?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010000622.d%27Arcici%20Cempaka%20Putih.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000042000/0000041615/darcici-cempaka-putih-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000012125_dm_6,NA,NA,NA
30,Swift Inn Aeropolis Airport,215000,215000,https://www.misteraladin.com/hotel/indonesia/tangerang/tangerang-city-center/swift-inn-aeropolis-airport?hotel_id=42513,https://www.traveloka.com/en/hotel/indonesia/swift-inn-aeropolis-airport-1000000511988?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000511988.Swift%20Inn%20Aeropolis%20Airport.1&prevSearchId=1581690468570266405,https://static.misteraladin.com/images/hotel/0000043000/0000042513/swift-inn-aeropolis-airport-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000028091_dm_3,3 of 5 bubbles,131 reviews,https://www.tripadvisor.com/Hotel_Review-g1493703-d7896331-Reviews-Swift_Inn_Aeropolis_Airport-Tangerang_Banten_Province_Java.html#REVIEWS
10,Centro City Service Apartment,338000,330000,https://www.misteraladin.com/hotel/indonesia/jakarta/grogol/centro-city-service-apartment?hotel_id=41639,https://www.traveloka.com/en/hotel/indonesia/centro-city-service-apartment-3000010001174?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010001174.Centro%20City%20Service%20Apartment.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000042000/0000041639/centro-city-service-apartment-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000028756_dm_2,NA,NA,NA
10,Grand Batik Inn,390000,390390,https://www.misteraladin.com/hotel/indonesia/jakarta/mangga-dua/grand-batik-inn?hotel_id=8176,https://www.traveloka.com/en/hotel/indonesia/grand-batik-inn-3000010001487?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010001487.Grand%20Batik%20Inn.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000009000/0000008176/8176_grand-batik-inn-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000030750_dm_2,NA,NA,NA
10,d'primahotel ITC Mangga Dua,515262,400000,https://www.misteraladin.com/hotel/indonesia/jakarta/mangga-dua/dprimahotel-itc-mangga-dua?hotel_id=41684,https://www.traveloka.com/en/hotel/indonesia/dprimahotel-itc-mangga-dua-557920?spec=19-10-2017.20-10-2017.1.1.HOTEL.557920.d%27primahotel%20ITC%20Mangga%20Dua.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000042000/0000041684/dprimahotel-itc-mangga-dua-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000035717_dm_4,NA,NA,NA
30,Bale OCasa,414400,378300,https://www.misteraladin.com/hotel/indonesia/tangerang/bandara-soekarno-hatta-jakarta-airport/bale-ocasa?hotel_id=546,https://www.traveloka.com/en/hotel/indonesia/bale-ocasa-1000000465421?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000465421.Bale%20Ocasa.1&prevSearchId=1581690468570266405,https://static.misteraladin.com/images/hotel/0000001000/0000000546/bale-ocasa-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000036228_dm_5,NA,NA,NA
20,Amaris Hotel Pakuan 20,521481,450000,https://www.misteraladin.com/hotel/indonesia/bogor/baranangsiang/amaris-hotel-pakuan-bogor?hotel_id=40489,NA,https://static.misteraladin.com/images/hotel/0000041000/0000040489/amaris-hotel-pakuan-bogor.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000036986_dm_3,3.5 of 5 bubbles,55 reviews,https://www.tripadvisor.com/Hotel_Review-g297706-d7179998-Reviews-Amaris_Hotel_Pakuan_Bogor-Bogor_West_Java_Java.html#REVIEWS
10,Sampit Residence by Flat06,398999,399000,https://www.misteraladin.com/hotel/indonesia/jakarta/kebayoran-baru/sampit-residence-by-flat06?hotel_id=8979,https://www.traveloka.com/en/hotel/indonesia/sampit-residence-by-flat06-3000010001895?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010001895.Sampit%20Residence%20by%20FLAT06.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000009000/0000008979/8979_flat-06-sampit-residence-photo11.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000041423_dm_2,NA,NA,NA
10,Diradja Hotel,495000,495000,https://www.misteraladin.com/hotel/indonesia/jakarta/mampang/diradja-hotel?hotel_id=40838,https://www.traveloka.com/en/hotel/indonesia/diradja-hotel-1000000493046?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000493046.Diradja%20Hotel.1&prevSearchId=1581686723143822139,https://static.misteraladin.com/images/hotel/0000041000/0000040838/diradja-hotel-photo3.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000053128_dm_2,NA,NA,NA
10,Pomelotel,551282,492099,https://www.misteraladin.com/hotel/indonesia/jakarta/kuningan/pomelotel?hotel_id=558,https://www.traveloka.com/en/hotel/indonesia/pomelotel-2000000196360?spec=19-10-2017.20-10-2017.1.1.HOTEL.2000000196360.Pomelotel.1&prevSearchId=1581686723143822139,https://static.misteraladin.com/images/hotel/0000001000/0000000558/558_pomelotel-hotel17.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000054961_dm_2,NA,NA,NA
10,N1 Hotel,285000,285285,https://www.misteraladin.com/hotel/indonesia/jakarta/senayan/n1-hotel?hotel_id=8540,https://www.traveloka.com/en/hotel/indonesia/n1-hotel-3000010000016?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010000016.N1%20Hotel.1&prevSearchId=1581688452806633423,https://static.misteraladin.com/images/hotel/0000009000/0000008540/n1-hotel-photo21.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000057720_dm_4,NA,NA,NA
10,P Hotel,420000,420000,https://www.misteraladin.com/hotel/indonesia/jakarta/cempaka-putih/p-hotel?hotel_id=39689,https://www.traveloka.com/en/hotel/indonesia/p-hotel-3000010002581?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010002581.P%20Hotel.1&prevSearchId=1581687621059377957,https://static.misteraladin.com/images/hotel/0000040000/0000039689/p-hotel-photo1.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000057792_dm_24,NA,NA,NA
20,Zest Hotel 20,618310,545000,https://www.misteraladin.com/hotel/indonesia/bogor/bogor-tengah/zest-hotel-bogor?hotel_id=38935,https://www.traveloka.com/en/hotel/indonesia/zest-hotel-bogor-1000000493043?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000493043.Zest%20Hotel%20Bogor.1&prevSearchId=1581689983569263397,https://static.misteraladin.com/images/hotel/0000039000/0000038935/zest-hotel-bogor-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000059339_dm_7,3.5 of 5 bubbles,137 reviews,https://www.tripadvisor.com/Hotel_Review-g297706-d7767632-Reviews-Zest_Hotel_Bogor-Bogor_West_Java_Java.html#REVIEWS
10,Amaris Hotel Tebet 10,470000,485000,https://www.misteraladin.com/hotel/indonesia/jakarta/tebet/amaris-hotel-tebet-jakarta?hotel_id=877,https://www.traveloka.com/en/hotel/indonesia/amaris-hotel-tebet-jakarta-3000010002130?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010002130.Amaris%20Hotel%20Tebet%20Jakarta.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000001000/0000000877/amaris-hotel-tebet-jakarta-photo13.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000064961_dm_3,NA,NA,NA
40,Pesona Hotel Cikarang,275001,259999,https://www.misteraladin.com/hotel/indonesia/bekasi/cikarang/pesona-hotel-cikarang?hotel_id=70262,https://www.traveloka.com/en/hotel/indonesia/pesona-hotel-cikarang-3000010002568?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010002568.Pesona%20Hotel%20Cikarang.1&prevSearchId=1581689710751837844,https://static.misteraladin.com/images/hotel/0000071000/0000070262/pesona-hotel-cikarang-photo14.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000069030_dm_2,NA,NA,NA
10,The Acacia 10,615000,615000,https://www.misteraladin.com/hotel/indonesia/jakarta/senen/the-acacia-jakarta?hotel_id=38998,https://www.traveloka.com/en/hotel/indonesia/the-acacia-jakarta-2000000121287?spec=19-10-2017.20-10-2017.1.1.HOTEL.2000000121287.The%20Acacia%20Jakarta.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000039000/0000038998/the-acacia-jakarta-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000070466_dm_3,NA,NA,NA
10,SARE Suites,298999,299000,https://www.misteraladin.com/hotel/indonesia/jakarta/kemang/sare-suites?hotel_id=41666,NA,https://static.misteraladin.com/images/hotel/0000042000/0000041666/sare-suites-photo2.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000072636_dm_2,NA,NA,NA
